doc_id,document
2b9udaic,"Severe acute respiratory syndrome (SARS) and coronavirus disease 2019 (COVID-19) shared similar pathogenetic, clinical and pathological features. Fever and cough were the most common symptoms of both diseases, while myalgia and diarrhea were less common in patients with COVID-19. Acute respiratory distress syndrome (ARDS) was the most severe pulmonary complication that caused high mortality rate. Histologically, diffuse alveolar damage (DAD) was the most characteristic finding in non-survivors with either SARS or COVID-19. Cases of patients died less than 10-14 days of disease duration demonstrated acute-phase DAD, while cases beyond 10-14 days of disease duration exhibited organizing-phase DAD in SARS. Meanwhile, organization and fibrosis were usually accompanied by exudation. Coronavirus was mostly detected in pneumocytes, but less in macrophages and bronchiolar epithelial cells. Hemorrhagic necrosis and lymphocyte depletion were found in lymph nodes and spleen in both SARS and COVID-19, indicating a pathological basis of lymphocytopenia. Thrombosis was commonly observed in small vessels and microvasculaturr in lungs accompanying DAD. Microthrombosis was also found in extrapulmonary organs in COVID-19, that was less reported in SARS. Damages in multiple extrapulmonary organs were observed, but coronavirus was not detected in some of those organs, indicating an alternative mechanism beyond viral infection, such as hypoxemia, ischemia and cytokine storm induced immunological injury. DAD due to viral infection and immunological injury, as well as multi-organ dysfunction and extensive microthrombus formation, brought huge challenge to the management of patients with severe SARS or COVID-19."
2d21mbr5,"Few studies aimed on the transmission efficiency of asymptomatic carriers of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection. A follow-up study was performed on 147 asymptomatic carriers in Anhui Province. Of 147 asymptomatic carriers, 50.0% were male, 50.3% cases were older than 40 years, and 43.8% were farmers, 68.7% cases were from north of Anhui Province. There were 16 asymptomatic carriers developed illness in the following 14 days isolated observation, and diagnosed as confirmed cases. The possible latent infection period was evaluated ranged from one to five days before onset, and the median time was two days. The second attack rate of 16 confirmed cases whom transferred from asymptomatic carriers was 9.7% (23/236), while 131 asymptomatic carriers caused 2.6% (24/914) close contacts infection, there was a significant difference of second attack rate among two groups (Pï¼0.001). Our study indicated that COVID-19 cases are contagious during the incubation period, and the close contact screening should be covered the incubation period. Furthermore, the transmission efficiency of asymptomatic carriers was lower than that of confirmed cases."
15ow3n9z,"First identified in Wuhan, China, in December 2019, the outbreak of COVID-19 has been declared as a global emergency in January, and a pandemic in March 2020 by the World Health Organization (WHO). Along with this pandemic, we are also experiencing an""infodemic""of information with low credibility such as fake news and conspiracies. In this work, we present ReCOVery, a repository designed and constructed to facilitate the studies of combating such information regarding COVID-19. We first broadly search and investigate ~2,000 news publishers, from which 61 are identified with extreme [high or low] levels of credibility. By inheriting the credibility of the media on which they were published, a total of 2,029 news articles on coronavirus, published from January to May 2020, are collected in the repository, along with 140,820 tweets that reveal how these news articles are spread on the social network. The repository provides multimodal information of news articles on coronavirus, including textual, visual, temporal, and network information. The way that news credibility is obtained allows a trade-off between dataset scalability and label accuracy. Extensive experiments are conducted to present data statistics and distributions, as well as to provide baseline performances for predicting news credibility so that future methods can be directly compared. Our repository is available at http://coronavirus-fakenews.com, which will be timely updated."
2nvk7glh,"Background: The origin of severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) is still a debatable topic. The association of the virus spread from the market is supported by the close relation of genome sequences of environmental surface samples with virus samples from earliest patients by phylogenetic analysis. Objectives: To have an insight into the SARS-CoV-2 genome sequences reported from India for better understanding on their epidemiology and virulence. Methods: Genome sequences of Indian isolates of SARS-CoV-2 were analyzed to understand their phylogeny and divergence with respect to other isolates reported from other countries. Amino acid sequences of individual open reading frames (ORFs) from SARS-CoV-2 Indian isolates were aligned with sequences of isolates reported from other countries to identify the mutations occurred in Indian isolates. Results: Our analysis suggests that Indian SARS-CoV-2 isolates are closely related to isolates reported from other parts of the world. Most ORFs are highly conserved; mutations were also detected in some ORFs. We found that most isolates reported from India have key mutations at 614th position of the S protein and 84th position of the ORF 8, which has been reported to be associated with high virulence and high transmission rate. Conclusion: An attempt was made to understand the SARS-CoV-2 virus reported from India. SARS-CoV-2 reported from India was closely similar to other SARS-CoV-2 reported from other parts of the world, which suggests that vaccines and other therapeutic methods generated from other countries might work well in India. In addition, available sequence data suggest that majority of Indian isolates are capable of high transmission and virulence."
2lmwnfda,"Coronavirus Disease 2019 (COVID-19) has been creating a worldwide pandemic situation. Repurposing drugs, already shown to be free of harmful side effects, for the treatment of COVID-19 patients is an important option in launching novel therapeutic strategies. Therefore, reliable molecule interaction data are a crucial basis, where drug-/protein-protein interaction networks establish invaluable, year-long carefully curated data resources. However, these resources have not yet been systematically exploited using high-performance artificial intelligence approaches. Here, we combine three networks, two of which are year-long curated, and one of which, on SARS-CoV-2-human host-virus protein interactions, was published only most recently (30th of April 2020), raising a novel network that puts drugs, human and virus proteins into mutual context. We apply Variational Graph AutoEncoders (VGAEs), representing most advanced deep learning based methodology for the analysis of data that are subject to network constraints. Reliable simulations confirm that we operate at utmost accuracy in terms of predicting missing links. We then predict hitherto unknown links between drugs and human proteins against which virus proteins preferably bind. The corresponding therapeutic agents present splendid starting points for exploring novel host-directed therapy (HDT) options."
oj4ue0ur,"BACKGROUND: A novel coronavirus (SARS-CoV-2) has infected more than 75,000 individuals and spread to over 20 countries. It is still unclear how fast the virus evolved and how the virus interacts with other microorganisms in the lung. METHODS: We have conducted metatranscriptome sequencing for the bronchoalveolar lavage fluid of eight SARS-CoV-2 patients, 25 community-acquired pneumonia (CAP) patients, and 20 healthy controls. RESULTS: The median number of intra-host variants was 1-4 in SARS-CoV-2 infected patients, which ranged between 0 and 51 in different samples. The distribution of variants on genes was similar to those observed in the population data (110 sequences). However, very few intra-host variants were observed in the population as polymorphism, implying either a bottleneck or purifying selection involved in the transmission of the virus, or a consequence of the limited diversity represented in the current polymorphism data. Although current evidence did not support the transmission of intra-host variants in a person-to-person spread, the risk should not be overlooked. The microbiota in SARS-CoV-2 infected patients was similar to those in CAP, either dominated by the pathogens or with elevated levels of oral and upper respiratory commensal bacteria. CONCLUSION: SARS-CoV-2 evolves in vivo after infection, which may affect its virulence, infectivity, and transmissibility. Although how the intra-host variant spreads in the population is still elusive, it is necessary to strengthen the surveillance of the viral evolution in the population and associated clinical changes."
2a7t447d,"As this ever-evolving pandemic lays itself, more of its impact is being understood. Until recently, most guidelines were reported to aid in managing and treating suspected or confirmed cases. Research institutions around the world are responding with a sense of confusion. Some are continuing routinely, especially those who are overseeing clinical trials that could offer life-saving therapies, particularly against the novel coronavirus. Since research must continue even in the face of a shutdown, we aim to collate the currently available recommendations from various organizations and provide guidance to head and neck researchers across the world during these trying times."
02mmdgjk,"A 49-year-old male presented with worsening high-grade fevers, dry cough and shortness of breath, tested positive for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), and was noted to have bradycardia with intermittent high-degree AV block. However, cardiac biomarkers and echocardiography were normal, making this an unusual and interesting manifestation showing myocardial involvement of this novel coronavirus."
35izipky,"The hidden and often unspoken impact of the 2019 novel coronavirus (COVID-19) has been the prevalence of intimate partner violence (IPV). This commentary addresses this issue and highlights a study undertaken to address this public health issue by generating empirical research on the relationship between COVID-19 and IPV. (PsycInfo Database Record (c) 2020 APA, all rights reserved)."
10vxz4ug,"COVID-19 has been associated with cardiovascular complications including acute cardiac injury, heart failure and cardiogenic shock. The role of veno-arterial extracorporeal membrane oxygenation (VA-ECMO) in the event of COVID-19-associated cardiovascular collapse has not yet been established. We reviewed existing literature surrounding the role of VA-ECMO in the treatment of coronavirus-related cardiovascular collapse. COVID-19 is associated with higher incidence of cardiovascular complications compared to previous coronavirus outbreaks (SARS-CoV, MERS-CoV). We found only one case report from China where COVID-19-associated fulminant myocarditis and cardiogenic shock (CS) was successfully rescued using VA-ECMO as a bridge to recovery (BTR). We identified potential clinical scenarios (cardiac injury, myocardial infarction with and without obstructive coronary artery disease, viral myocarditis, and decompensated heart failure) leading to CS and risk factors for poor/uncertain benefit (age, sepsis, mixed/predominantly vasodilatory shock, prothrombotic state and/or coagulopathy, severe acute respiratory distress syndrome, multi-organ failure or high-risk prognostic scores) specific to using VA-ECMO as BTR in COVID-19 infection. Additional considerations and proposed recommendations specific to the COVID-19 pandemic were formulated with guidance from published data and expert consensus. A small subset of patients with cardiovascular complications from COVID-19 infection may progress to refractory CS. Accepting that resource scarcity may be the overwhelming concern for healthcare systems during this pandemic, VA-ECMO can be considered in highly selected cases of refractory CS and echocardiographic evidence of biventricular failure. The decision to initiate this therapy should take into consideration availability of resources, perceived benefit as well as risks of transmitting disease."
46aln4tk,"PURPOSE: Covid-19 is a pandemic of unprecedented proportion, whose understanding and management is still under way. In the emergency setting new or available therapies to contrast the spread of COVID-19 are urgently needed. Elderly males, especially those affected by previous diseases or with comorbidities, are more prone to develop interstitial pneumonia that can deteriorate evolving to ARDS (acute respiratory distress syndrome) that require hospitalization in Intensive Care Units (ICUs). Even children and young patients are not spared by SARS-CoV 2 infection, yet they seem to develop a milder form of disease. In this setting the immunomodulatory role of Vitamin D, should be further investigated. METHODS: We reviewed the literature about the immunomodulatory role of Vitamin D collecting data from the databases Medline and Embase. RESULTS: Vitamin D proved to interact both with the innate immune system, by activating Toll-like receptors (TLRs) or increasing the levels of cathelicidins and ß-defensins, and adaptive immune system, by reducing immunoglobulin secretion by plasma cells and pro-inflammatory cytokines production, thus modulating T cells function. Promising results have been extensively described as regards the supplementation of vitamin D in respiratory tract infections, autoimmune diseases and even pulmonary fibrosis. CONCLUSIONS: In this review, we suggest that vitamin D supplementation might play a role in the prevention and/or treatment to SARS-CoV-2 infection disease, by modulating the immune response to the virus both in the adult and pediatric population."
0xkz36bj,"INTRODUCTION: SARS-CoV-2 was first detected in December 2019 in the Chinese city of Wuhan and has since spread across the world. At present, the virus has infected over 1.7 million people and caused over 100 000 deaths worldwide. Research is currently focused on understanding the acute infection and developing effective treatment strategies. In view of the magnitude of the epidemic, we conducted a speculative review of possible medium- and long-term neurological consequences of SARS-CoV-2 infection, with particular emphasis on neurodegenerative and neuropsychiatric diseases of neuroinflammatory origin, based on the available evidence on neurological symptoms of acute SARS-CoV-2 infection. DEVELOPMENT: We systematically reviewed the available evidence about the pathogenic mechanisms of SARS-CoV-2 infection, the immediate and lasting effects of the cytokine storm on the central nervous system, and the consequences of neuroinflammation for the central nervous system. CONCLUSIONS: SARS-CoV-2 is a neuroinvasive virus capable of triggering a cytokine storm, with persistent effects in specific populations. Although our hypothesis is highly speculative, the impact of SARS-CoV-2 infection on the onset and progression of neurodegenerative and neuropsychiatric diseases of neuroinflammatory origin should be regarded as the potential cause of a delayed pandemic that may have a major public health impact in the medium to long term. Cognitive and neuropsychological function should be closely monitored in COVID-19 survivors."
1046cs2b,"Objectives: The aims of this study were to obtain insights into the current coronavirus disease 2019 (COVID-19) epidemic in the city of Daegu, which accounted for 6,482 of the 9,241 confirmed cases in South Korea as of March 26, 2020, to predict the future spread, and to analyze the impact of school opening. Methods: Using an individual-based model, we simulated the spread of COVID-19 in Daegu. An individual can be infected through close contact with infected people in a household, at work/school, and at religious and social gatherings. We created a synthetic population from census sample data. Then, 9,000 people were randomly selected from the entire population of Daegu and set as members of the hotspot of the Shincheonji church. We did not take into account population movements to and from other regions in South Korea. Results: Using the individual-based model, the cumulative confirmed cases in Daegu through March 26, 2020, were reproduced, and it was confirmed that the hotspot had a different probability of infection than non-hotspot areas. For 3 scenarios (I: school closing, II: school opening after April 6, III: school opening after April 6 and the mean period from symptom onset to hospitalization increasing to 4.3 days), we predicted future changes in the pattern of COVID-19 spread in Daegu. Conclusion: Compared to scenario I, it was found that in scenario III, the cumulative number of patients would increase by 107 and the date of occurrence of the last patient would be delayed by 92 days."
14pgap3r,"The pandemic of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has motivated an intensive analysis of its molecular epidemiology following its worldwide spread. To understand the early evolutionary events following its emergence, a data set of 985 complete SARS-CoV-2 sequences was assembled. Variants showed a mean of 5.5 to 9.5 nucleotide differences from each other, consistent with a midrange coronavirus substitution rate of 3 × 10-4 substitutions/site/year. Almost one-half of sequence changes were CâU transitions, with an 8-fold base frequency normalized directional asymmetry between CâU and UâC substitutions. Elevated ratios were observed in other recently emerged coronaviruses (SARS-CoV, Middle East respiratory syndrome [MERS]-CoV), and decreasing ratios were observed in other human coronaviruses (HCoV-NL63, -OC43, -229E, and -HKU1) proportionate to their increasing divergence. CâU transitions underpinned almost one-half of the amino acid differences between SARS-CoV-2 variants and occurred preferentially in both 5' U/A and 3' U/A flanking sequence contexts comparable to favored motifs of human APOBEC3 proteins. Marked base asymmetries observed in nonpandemic human coronaviruses (U â« A > G â« C) and low G+C contents may represent long-term effects of prolonged CâU hypermutation in their hosts. The evidence that much of sequence change in SARS-CoV-2 and other coronaviruses may be driven by a host APOBEC-like editing process has profound implications for understanding their short- and long-term evolution. Repeated cycles of mutation and reversion in favored mutational hot spots and the widespread occurrence of amino acid changes with no adaptive value for the virus represent a quite different paradigm of virus sequence change from neutral and Darwinian evolutionary frameworks and are not incorporated by standard models used in molecular epidemiology investigations.IMPORTANCE The wealth of accurately curated sequence data for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), its long genome, and its low substitution rate provides a relatively blank canvas with which to investigate effects of mutational and editing processes imposed by the host cell. The finding that a large proportion of sequence change in SARS-CoV-2 in the initial months of the pandemic comprised CâU mutations in a host APOBEC-like context provides evidence for a potent host-driven antiviral editing mechanism against coronaviruses more often associated with antiretroviral defense. In evolutionary terms, the contribution of biased, convergent, and context-dependent mutations to sequence change in SARS-CoV-2 is substantial, and these processes are not incorporated by standard models used in molecular epidemiology investigations."
28wu1oyy,"Objective: Total 186 biologically important phenylpropanoids and polyketides compounds from different Indian medicinal plants and dietary sources were screened to filter potential compounds that bind at the active site of the therapeutic target proteins of SARS-CoV-2. Method: The molecular docking studies were carried out by using the Autodock Vina. The in silico ADMET and drug-likeness properties of the compounds were predicted from SwissADME server. Result: The molecular docking study of the 186 compounds with the therapeutic target proteins (Mpro, PLpro, RdRp, SGp and ACE2) of SARS-CoV-2 resulted 40 compounds that bind at the active site with dock score above -8.0 kcal/mol. Conclusion: Based on the in silico ADMET study and drug-likeness prediction of 40 compounds, we proposed petunidin, baicalein, cyanidin, 7-hydroxy-3',4'-methylenedioxyflavan, quercetin and ellagic acid among the 186 biologically important phenylpropanoids and polyketides as potential lead compounds, which can further be investigated pharmacologically and clinically to formulate therapeutic approaches for the COVID-19."
0nq62oao,"The recent emergence of the SARS-CoV-2 pandemic has posed formidable challenges for clinical laboratories seeking reliable laboratory diagnostic confirmation. The swift advance of the crisis in the United States has led to Emergency Use Authorization (EUA) facilitating the availability of molecular diagnostic assays without the more rigorous examination to which tests are normally subjected prior to FDA approval. Our laboratory currently uses two real time RT-PCR platforms, the Roche Cobas SARS-CoV2 and the Cepheid Xpert Xpress SARS-CoV-2. Both platforms demonstrate comparable performance; however, the run times for each assay are 3.5 hours and 45 minutes, respectively. In search for a platform with shorter turnaround time, we sought to evaluate the recently released Abbott ID NOW COVID-19 assay which is capable of producing positive results in as little as 5 minutes. We present here the results of comparisons between Abbott ID NOW COVID-19 and Cepheid Xpert Xpress SARS-CoV-2 using nasopharyngeal swabs transported in viral transport media and comparisons between Abbott ID NOW COVID-19 and Cepheid Xpert Xpress SARS-CoV-2 using nasopharyngeal swabs transported in viral transport media for Cepheid and dry nasal swabs for Abbott ID NOW. Regardless of method of collection and sample type, Abbott ID NOW COVID-19 had negative results in a third of the samples that tested positive by Cepheid Xpert Xpress when using nasopharyngeal swabs in viral transport media and 45% when using dry nasal swabs."
1n6d1gco,"BACKGROUND: There are no established effective treatments for COVID-19. While novel drugs are being developed, azithromycin has been identified as a candidate treatment in the interim. AIM: To review the evidence for the effectiveness and safety of azithromycin in treating COVID-19. DESIGN & SETTING: A rapid review of the literature was conducted. METHOD: Electronic searches were conducted on 16 April 2020 of PubMed, TRIP, EPPI COVID Living Map, MedRxiv, GoogleScholar, and Google. In vivo and in vitro studies were included assessing the safety and effectiveness of azithromycin for treatment of COVID-19, and/or the activity of azithromycin against SARS-CoV-2. In vivo studies needed to include a comparator group. RESULTS: Three studies were identified, two in vitro and one in vivo, which were suitable for inclusion. All three were published as pre-prints. The in vitro studies revealed conflicting results, with one finding anti-SARS-CoV-2 activity for azithromycin alone, while the other found activity against SARS-CoV-2 only when azithromycin was combined with hydroxychloroquine. A small trial of 36 patients, with high risk of bias, found superior viral clearance in patients with COVID-19 treated with azithromycin and hydroxychloroquine combined, compared with hydroxychloroquine alone. CONCLUSION: There is no evidence to support the use of azithromycin for the treatment of COVID-19 outside of the context of clinical trials, unless it is used to treat bacterial super-infection. There is extremely limited evidence of a possible synergy between azithromycin and hydroxychloroquine. The adverse events profile of azithromycin in the context of COVID-19 has not yet been established. Well-conducted clinical trials are urgently needed in this area."
12yk278d,"BACKGROUND: There are no established effective treatments for COVID-19. While novel drugs are being developed, azithromycin has been identified as a candidate treatment in the interim. AIM: To review the evidence for the effectiveness and safety of azithromycin in treating COVID-19. DESIGN & SETTING: A rapid review of the literature was conducted. METHOD: Electronic searches were conducted on 16 April 2020 of PubMed, TRIP, EPPI COVID Living Map, MedRxiv, GoogleScholar, and Google. In vivo and in vitro studies were included assessing the safety and effectiveness of azithromycin for treatment of COVID-19, and/or the activity of azithromycin against SARS-CoV-2. In vivo studies needed to include a comparator group. RESULTS: Three studies were identified, two in vitro and one in vivo, which were suitable for inclusion. All three were published as pre-prints. The in vitro studies revealed conflicting results, with one finding anti-SARS-CoV-2 activity for azithromycin alone, while the other found activity against SARS-CoV-2 only when azithromycin was combined with hydroxychloroquine. A small trial of 36 patients, with high risk of bias, found superior viral clearance in patients with COVID-19 treated with azithromycin and hydroxychloroquine combined, compared with hydroxychloroquine alone. CONCLUSION: There is no evidence to support the use of azithromycin for the treatment of COVID-19 outside of the context of clinical trials, unless it is used to treat bacterial super-infection. There is extremely limited evidence of a possible synergy between azithromycin and hydroxychloroquine. The adverse events profile of azithromycin in the context of COVID-19 has not yet been established. Well-conducted clinical trials are urgently needed in this area."
24yavi1w,"Mutation and adaptation have driven the co-evolution of coronaviruses (CoVs) and their hosts, including human beings, for thousands of years. Before 2003, two human CoVs (HCoVs) were known to cause mild illness, such as common cold. The outbreaks of severe acute respiratory syndrome (SARS) and the Middle East respiratory syndrome (MERS) have flipped the coin to reveal how devastating and life-threatening an HCoV infection could be. The emergence of SARS-CoV-2 in central China at the end of 2019 has thrusted CoVs into the spotlight again and surprised us with its high transmissibility but reduced pathogenicity compared to its sister SARS-CoV. HCoV infection is a zoonosis and understanding the zoonotic origins of HCoVs would serve us well. Most HCoVs originated from bats where they are non-pathogenic. The intermediate reservoir hosts of some HCoVs are also known. Identifying the animal hosts has direct implications in the prevention of human diseases. Investigating CoV-host interactions in animals might also derive important insight on CoV pathogenesis in humans. In this review, we present an overview of the existing knowledge about the seven HCoVs, with a focus on the history of their discovery as well as their zoonotic origins and interspecies transmission. Importantly, we compare and contrast the different HCoVs from a perspective of virus evolution and genome recombination. The current CoV disease 2019 (COVID-19) epidemic is discussed in this context. In addition, the requirements for successful host switches and the implications of virus evolution on disease severity are also highlighted."
0ec1cu8q,"BACKGROUND: Respiratory complications have been well remarked in the novel coronavirus disease (SARS-CoV-2/COVID-19), yet an emerging body of research indicates that cardiac involvement may be implicated in poor outcomes for these patients. AIMS: This review seeks to gather and distill the existing body of literature that describes the cardiac implications of COVID-19. MATERIALS AND METHODS: The English literature was reviewed for papers dealing with the cardiac effects of COVID-19. RESULTS: Notably, COVID-19 patients with pre-existing cardiovascular disease are counted in greater frequency in intensive care unit settings, and ultimately suffer greater rates of mortality. Other studies have noted cardiac presentations for COVID-19, rather than respiratory, such as acute pericarditis and left ventricular dysfunction. In some patients there has been evidence of acute myocardial injury, with correspondingly increased serum troponin I levels. With regard to surgical interventions, there is a dearth of data describing myocardial protection during cardiac surgery for COVID-19 patients. Although some insights have been garnered in the study of cardiovascular diseases for these patients, these insights remain fragmented and have yet to cement clear guidelines for actionable clinical practice. CONCLUSION: While some information is available, further studies are imperative for a more cohesive understanding of the cardiac pathophysiology in COVID-19 patients to promote more informed treatment and, ultimately, better clinical outcomes."
6q0y3ewu,"Recent announcements indicated, without sharing any distinct published set of results, that the corticosteroid dexamethasone may reduce mortality of severe COVID-19 patients only. The recent Coronavirus [severe acute respiratory syndrome (SARS)-CoV-2]-associated multiorgan disease, called COVID-19, has high morbidity and mortality due to autoimmune destruction of the lungs stemming from the release of a storm of pro-inflammatory cytokines. Defense against this Corona virus requires activated T cells and specific antibodies. Instead, cytokines are responsible for the serious sequelae of COVID-19 that damage the lungs. Dexamethasone is a synthetic corticosteroid approved by the FDA 1958 as a broad-spectrum immunosuppressor and it is about 30 times as active and with longer duration of action (2-3 days) than cortisone. Dexamethasone would limit the production of and damaging effect of the cytokines, but will also inhibit the protective function of T cells and block B cells from making antibodies, potentially leading to increased plasma viral load that will persist after a patient survives SARS. Moreover, dexamethasone would block macrophages from clearing secondary, nosocomial, infections. Hence, dexamethasone may be useful for the short-term in severe, intubated, COVID-19 patients, but could be outright dangerous during recovery since the virus will not only persist, but the body will be prevented from generating protective antibodies. Instead, a pulse of intravenous dexamethasone may be followed by administration of nebulized triamcinolone (6 times as active as cortisone) to concentrate in the lungs only. These corticosteroids could be given together with the natural flavonoid luteolin because of its antiviral and anti-inflammatory properties, especially its ability to inhibit mast cells, which are the main source of cytokines in the lungs. At the end, we should remember that ""The good physician treats the disease; the great physician treats the patient who has the disease"" [Sir William Osler's (1849-1919)]."
5sz2md8t,"Recent announcements indicated, without sharing any distinct published set of results, that the corticosteroid dexamethasone may reduce mortality of severe COVID-19 patients only. The recent Coronavirus [severe acute respiratory syndrome (SARS)-CoV-2]-associated multiorgan disease, called COVID-19, has high morbidity and mortality due to autoimmune destruction of the lungs stemming from the release of a storm of pro-inflammatory cytokines. Defense against this Corona virus requires activated T cells and specific antibodies. Instead, cytokines are responsible for the serious sequelae of COVID-19 that damage the lungs. Dexamethasone is a synthetic corticosteroid approved by the FDA 1958 as a broad-spectrum immunosuppressor and it is about 30 times as active and with longer duration of action (2-3 days) than cortisone. Dexamethasone would limit the production of and damaging effect of the cytokines, but will also inhibit the protective function of T cells and block B cells from making antibodies, potentially leading to increased plasma viral load that will persist after a patient survives SARS. Moreover, dexamethasone would block macrophages from clearing secondary, nosocomial, infections. Hence, dexamethasone may be useful for the short-term in severe, intubated, COVID-19 patients, but could be outright dangerous during recovery since the virus will not only persist, but the body will be prevented from generating protective antibodies. Instead, a pulse of intravenous dexamethasone may be followed by administration of nebulized triamcinolone (6 times as active as cortisone) to concentrate in the lungs only. These corticosteroids could be given together with the natural flavonoid luteolin because of its antiviral and anti-inflammatory properties, especially its ability to inhibit mast cells, which are the main source of cytokines in the lungs. At the end, we should remember that ""The good physician treats the disease; the great physician treats the patient who has the disease"" [Sir William Osler's (1849-1919)]."
09qp0sts,"Coronavirus disease 2019 (COVID-19) is a global pandemic that is caused by a novel coronavirus, severe acute respiratory syndrome-coronavirus-2 (SARS-CoV-2). Data from several countries have demonstrated higher morbidity and mortality among individuals with chronic metabolic diseases such as diabetes mellitus (DM). In this review, we explore the contributing factors for poorer prognosis in these individuals. As a significant proportion of patients with COVID-19 also have DM, this adds another layer of complexity to their management. We explore potential interactions between anti-diabetic medications and renin-angiotensin-aldosterone-system inhibitors with COVID-19. Suggested recommendations for the use of anti-diabetic medications in COVID-19 patients with DM are provided. We also review pertinent clinical considerations in the management of diabetic ketoacidosis in the COVID-19 patient. In addition, we aim to increase the awareness of clinicians to the metabolic effects of promising drug therapies for COVID-19. Finally, we highlight the importance of timely vaccinations for patients with DM."
1cew6vn5,"Objectives The novel coronavirus disease 19 (COVID-19), caused by SARS-CoV-2, spreads rapidly across the world. The exponential increase in the number of cases has resulted in overcrowding of emergency departments (ED). Detection of SARS-CoV-2 is based on an RT-PCR of nasopharyngeal swab material. However, RT-PCR testing is time-consuming and many hospitals deal with a shortage of testing materials. Therefore, we aimed to develop an algorithm to rapidly evaluate an individual's risk of SARS-CoV-2 infection at the ED. Methods In this multicenter retrospective study, routine laboratory parameters (C-reactive protein, lactate dehydrogenase, ferritin, absolute neutrophil and lymphocyte counts), demographic data and the chest X-ray/CT result from 967 patients entering the ED with respiratory symptoms were collected. Using these parameters, an easy-to-use point-based algorithm, called the corona-score, was developed to discriminate between patients that tested positive for SARS-CoV-2 by RT-PCR and those testing negative. Computational sampling was used to optimize the corona-score. Validation of the model was performed using data from 592 patients. Results The corona-score model yielded an area under the receiver operating characteristic curve of 0.91 in the validation population. Patients testing negative for SARS-CoV-2 showed a median corona-score of 3 vs. 11 (scale 0-14) in patients testing positive for SARS-CoV-2 (p<0.001). Using cut-off values of 4 and 11 the model has a sensitivity and specificity of 96 and 95%, respectively. Conclusions The corona-score effectively predicts SARS-CoV-2 RT-PCR outcome based on routine parameters. This algorithm provides the means for medical professionals to rapidly evaluate SARS-CoV-2 infection status of patients presenting at the ED with respiratory symptoms."
2efyfmvm,"INTRODUCTION: With intense deficiency of medical resources during COVID-19 pandemic, risk stratification is of strategic importance. Blood glucose level is an important risk factor for the prognosis of infection and critically ill patients. We aimed to investigate the prognostic value of blood glucose level in patients with COVID-19. RESEARCH DESIGN AND METHODS: We collected clinical and survival information of 2041 consecutive hospitalized patients with COVID-19 from two medical centers in Wuhan. Patients without available blood glucose level were excluded. We performed multivariable Cox regression to calculate HRs of blood glucose-associated indexes for the risk of progression to critical cases/mortality among non-critical cases, as well as in-hospital mortality in critical cases. Sensitivity analysis were conducted in patient without diabetes. RESULTS: Elevation of admission blood glucose level was an independent risk factor for progression to critical cases/death among non-critical cases (HR=1.30, 95% CI 1.03 to 1.63, p=0.026). Elevation of initial blood glucose level of critical diagnosis was an independent risk factor for in-hospital mortality in critical cases (HR=1.84, 95% CI 1.14 to 2.98, p=0.013). Higher median glucose level during hospital stay or after critical diagnosis (&#8805;6.1 mmol/L) was independently associated with increased risks of progression to critical cases/death among non-critical cases, as well as in-hospital mortality in critical cases. Above results were consistent in the sensitivity analysis in patients without diabetes. CONCLUSIONS: Elevation of blood glucose level predicted worse outcomes in hospitalized patients with COVID-19. Our findings may provide a simple and practical way to risk stratify COVID-19 inpatients for hierarchical management, particularly where medical resources are in severe shortage during the pandemic."
1yy7qi9u,"Presently, there are no approved drugs or vaccines to treat COVID-19 which has spread to over 200 countries and is responsible for over 3,65,000 deaths worldwide. Recent studies have shown that two human proteases, TMPRSS2 and cathepsin L, play a key role in host cell entry of SARS-CoV-2. Importantly, inhibitors of these proteases were shown to block SARS-CoV-2 infection. Here, we perform virtual screening of 14010 phytochemicals produced by Indian medicinal plants to identify natural product inhibitors of TMPRSS2 and cathepsin L. We built a homology model of TMPRSS2 as an experimentally determined structure is not available. AutoDock Vina was used to perform molecular docking of phytochemicals against TMPRSS2 model structure and cathepsin L crystal structure. Potential phytochemical inhibitors were filtered by comparing their docked binding energies with those of known inhibitors of TMPRSS2 and cathepsin L. Further, the ligand binding site residues and non-covalent protein-ligand interactions were used as an additional filter to identify phytochemical inhibitors that either bind to or form interactions with residues important for the specificity of the target proteases. We have identified 96 inhibitors of TMPRSS2 and 9 inhibitors of cathepsin L among phytochemicals of Indian medicinal plants. The top inhibitors of TMPRSS2 are Edgeworoside C, Adlumidine and Qingdainone, and of cathepsin L is Ararobinol. Interestingly, several herbal sources of identified phytochemical inhibitors have antiviral or anti-inflammatory use in traditional medicine. Further in vitro and in vivo testing is needed before clinical trials of the promising phytochemical inhibitors identified here."
